,Treated,Treated,Treated,Matched Controls,Matched Controls,Matched Controls,Test-TC,Test-TC,General Population,General Population,General Population,Test-TG,Test-TG,Random,Random,Random,Test-TR,Test-TR
,mean,std,count,mean,std,count,t-stat,pval,mean,std,count,t-stat,pval,mean,std,count,t-stat,pval
CC_DISAB_DX_CNT,0.06071689831748354,0.27051344467126365,1367,0.0703730797366496,0.28706138015074756,6835,-1.1460744900410367,0.2517977752780641,0.056765961744555976,0.27302008016658075,356446,0.5340398842987819,0.5933142717204175,0.07732351447435247,0.3085881787868733,7876,-1.868938005758744,0.06166304924337828
CC_SCHIZOPHRENIA_OTHER,0.002926115581565472,0.054034149074752756,1367,0.006144842721287491,0.07815354925779111,6835,-1.4547324091039677,0.14578163316505605,0.00903643188589576,0.09462980453919373,356446,-2.3858780641621644,0.0170389161951942,0.009776536312849162,0.09839809438334851,7876,-2.5091352815707713,0.012119685705580094
PREGNANCY,0.0,0.0,1367,0.0021945866861741038,0.04679840700714197,6835,-1.7337430901489692,0.08300126379873228,0.0024744281041167524,0.04968211181562442,356446,-1.8414436963036482,0.0655573915757737,0.0012696800406297613,0.035612202651986925,7876,-1.3181362231227156,0.1874907221385188
CC_SPINAL_CORD,0.000731528895391368,0.02704679085199144,1367,0.0011704462326261888,0.03419425910716679,6835,-0.4474100625662531,0.6545908296403109,0.0012147702597307868,0.034832427374831255,356446,-0.5123454168342311,0.6084096009560099,0.0015236160487557136,0.03900625364174058,7876,-0.72128892505461,0.470750017104825
CC_BPH,0.01755669348939283,0.1313814407900939,1367,0.012289685442574982,0.11018359809280935,6835,1.559535783875888,0.1189082128120291,0.017065698591090937,0.12951643750171074,356446,0.1398882111891373,0.8887483945440597,0.02526663280853225,0.15694380353918497,7876,-1.7149874939141352,0.08638104555272053
CC_ISCHEMIC,0.0936356986100951,0.29142783573154296,1367,0.08207754206291148,0.2745029026476765,6835,1.4063229916715494,0.15966612934861818,0.07176683144150867,0.258101802080747,356446,3.1250757003236096,0.0017777351411442798,0.0952260030472321,0.2935454855567358,7876,-0.18509617376410958,0.8531576646764016
CC_DEVELOP_DELAYS,0.0,0.0,1367,0.0011704462326261888,0.03419425910716678,6835,-1.265497650145701,0.20572894666395564,0.0018880840295584745,0.04341110981350558,356446,-1.6080667891219649,0.10782143415326771,0.0016505840528186896,0.040596414584531434,7876,-1.5031932059895332,0.1328234006522383
ER_C,0.4813460131675201,1.6929952844555431,1367,0.45267008046817847,1.087309317849521,6835,0.8002453895220542,0.4235918194156816,0.047286264960190325,0.21225079621531256,356446,67.79613029144797,0.0,0.500253936008126,1.3188258121563676,7876,-0.46744038027364126,0.6401958599510514
CC_DX_CNT,2.912216532553036,2.2613737231155824,1367,2.663643013899049,2.2032950584448385,6835,3.790986005632424,0.00015112649955336543,1.8244194071472257,2.4122736286005,356446,16.64465910639427,3.491966565833825e-62,2.3437023869984763,2.439687662507202,7876,8.037223163514788,1.0318191452935257e-15
IP_C,0.17410387710314557,0.7222480345852546,1367,0.1662033650329188,0.5820443944435019,6835,0.43882902648491556,0.6607969880616713,0.020586568512481553,0.14199583893771575,356446,38.127426181711776,0.0,0.19032503809040122,0.6891174726867841,7876,-0.797593305734677,0.4251270306163608
CC_COPD,0.027066569129480616,0.16233683539952468,1367,0.02531089978054133,0.15707917768542862,6835,0.3751193881637231,0.7075813801861117,0.02924426140284924,0.16849069476613263,356446,-0.4770161899130166,0.6333508843943496,0.0366937531742001,0.1880207706637014,7876,-1.781362231676346,0.07488612838545392
ACUTE_C,0.626188734455011,1.928438334364985,1367,0.5922457937088516,1.267810718987106,6835,0.8184939128717507,0.41309900098140284,0.06325782867531127,0.24342646123420128,356446,76.76632150953431,0.0,0.654393092940579,1.538057236699298,7876,-0.6009627106921752,0.5478795626483155
CC_CEREBRAL_PALSY,0.0021945866861741038,0.04681210878082369,1367,0.0005852231163130944,0.024186074798423232,6835,1.8602989257935885,0.0628790204120577,0.0009734994922091986,0.031185806377650796,356446,1.4414724334860054,0.14945213491360607,0.0007618080243778568,0.027592106420919207,7876,1.567896061932149,0.11693962997718373
ALLOW_AMT,712.0702267739575,2240.844303216503,1367,634.7758595464521,2644.5741401196387,6835,1.0104965806235433,0.3122872526384795,1065.9260224550142,6933.418649919104,356446,-1.8865817750283247,0.0592174089165238,648.8026917216862,3166.090228384347,7876,0.708646071514157,0.4785620139317833
CC_HEPATITIS_GEN,0.0036576444769568397,0.0603898497381974,1367,0.004681784930504755,0.06826820405891239,6835,-0.5157604684181978,0.6060356210369828,0.005249041930615016,0.07225997604635623,356446,-0.8131750576437267,0.41611823878136034,0.004697816150330117,0.06838377307049663,7876,-0.5277958899635113,0.5976536823409445
CC_MOBILITY_IMPAIR,0.002926115581565472,0.05403414907475275,1367,0.004681784930504755,0.06826820405891239,6835,-0.8963311842877683,0.37010222104519475,0.004401788770248509,0.06619988912869189,356446,-0.8231194601785283,0.4104406119790992,0.005840528186896902,0.076204683190173,7876,-1.3560546953540724,0.17511489945948555
CC_HIP_FRACTURE,0.0,0.0,1367,0.0004389173372348208,0.02094728827690437,6835,-0.7746722507091214,0.4385556884400952,0.0010969403500109413,0.033101965892526605,356446,-1.2252166156292172,0.2204944222227018,0.0015236160487557136,0.039006253641740575,7876,-1.4441294895505212,0.14873645592794998
CC_SPINA_BIFIDA,0.001463057790782736,0.038235935168729154,1367,0.000731528895391368,0.02703887433174225,6835,0.8454488875611477,0.3978849271040531,0.0008977516931035837,0.029949094332986908,356446,0.6957151254929752,0.48660770306187484,0.0012696800406297613,0.035612202651986925,7876,0.1832689493063113,0.8545910172724742
CC_DEPRESSIVE_DISORDERS,0.0043891733723482075,0.06612947590912874,1367,0.0043891733723482075,0.06611011999596449,6835,0.0,1.0,0.005330400677802528,0.07281485000359923,356446,-0.4771697641163187,0.6332415312314745,0.006094464195022855,0.07783373873139157,7876,-0.7636207957838338,0.4451127477110455
AGE_AT_MIDMONTH,50.73811265544989,12.48402329875094,1367,49.71119239209949,16.575030026982656,6835,2.170809633644472,0.02997415915415489,44.310975575543,20.053585413347044,356446,11.840960076103146,2.4305477005855748e-32,47.606399187404776,19.811818943217997,7876,5.652740927431429,1.6259839405384638e-08
CC_DEPRESSION,0.23555230431602048,0.424498807061186,1367,0.2103877103145574,0.40761382487161263,6835,2.069174066705138,0.03856101194487557,0.16091357456669453,0.3674517313663691,356446,7.491000164068361,6.850659075923478e-14,0.20099035043169122,0.40076629381234186,7876,2.9171476478401774,0.0035409903698297167
CC_COLORECTAL_CANCER,0.0,0.0,1367,0.003950256035113387,0.06273138974118457,6835,-2.3281095350198893,0.01993048368889193,0.0028756108919724167,0.05354764045451312,356446,-1.985516196069974,0.047087832026761416,0.0024123920771965466,0.04905994331593703,7876,-1.8179657199581714,0.06910173574647738
CC_LEUKEMIAS,0.008046817849305048,0.08937510816079479,1367,0.005120702267739576,0.07138085273414926,6835,1.3224543918846383,0.18605376979722152,0.004441065406821791,0.06649326844779171,356446,1.9980373592316798,0.045713365488756534,0.003682072117826308,0.06057210831605428,7876,2.269770066133089,0.023244472742610385
CC_HEPATITIS_C_UNSPECIFIED,0.001463057790782736,0.03823593516872915,1367,0.0016093635698610094,0.04008751218785111,6835,-0.12411812900346719,0.9012247864901487,0.002252795654881805,0.04741019798058792,356446,-0.6151120715195689,0.538481101708177,0.0024123920771965466,0.049059943315937035,7876,-0.6804628756950089,0.4962284683563296
CC_PTSD,0.03145574250182882,0.17460979939348287,1367,0.02267739575713241,0.148883761866445,6835,1.9305707222181094,0.053570599115201664,0.016123059313332175,0.12594900069221926,356446,4.484494943677421,7.3109512245910885e-06,0.028059928897917724,0.16515457145221019,7876,0.6957222042871918,0.4866203126651458
CC_EPILEPSY,0.008046817849305048,0.0893751081607948,1367,0.00936356986100951,0.09631848595085014,6835,-0.46684686131541175,0.6406218491234053,0.00875588448180089,0.09316245659134409,356446,-0.28090872698199076,0.7787805693186342,0.009395632300660234,0.09648075601177325,7876,-0.4822191888487996,0.6296616678085415
CC_AUTISM,0.000731528895391368,0.027046790851991444,1367,0.003218727139722019,0.056646592189049126,6835,-1.58753589338448,0.11242988001989378,0.004974105474602044,0.07035181330058274,356446,-2.2290257486735943,0.02581281006894134,0.005713560182833925,0.07537663297703895,7876,-2.4167862651900265,0.015677451646851668
ALLOW_IP,79.61228237015362,1340.4609299661258,1367,99.42484857351864,1569.1095851545358,6835,-0.43609601807209375,0.6627785464727907,372.97562528405416,5983.286127253906,356446,-1.8126249894833275,0.0698905185446217,140.5886909598781,2258.4669712088257,7876,-0.9690219937225475,0.33255957639031175
ALLOW_ER,8.830416971470374,101.99246080376224,1367,7.305783467446964,99.01965166020203,6835,0.5170638504355795,0.6051255333329191,32.02769981988857,237.28258275016898,356446,-3.613276642083813,0.0003023932139078026,12.568988065007618,110.57544961336617,7876,-1.1668656071284869,0.24329475691651387
CC_SCHIZOPHRENIA,0.0021945866861741038,0.04681210878082369,1367,0.003803950256035113,0.06156325789354823,6835,-0.915054651800137,0.36018984691447553,0.004687947122425276,0.06830800366353731,356446,-1.3483624418877458,0.1775426912008786,0.005332656170644997,0.07283469297267083,7876,-1.5387278757970564,0.12390498213257861
CC_HEPATITIS_A,0.0,0.0,1367,0.0,0.0,6835,,,6.452590294182008e-05,0.008032553788443765,356446,-0.29700523270447526,0.7664626865885191,0.0,0.0,7876,,
