,Treated,Matched Controls,Test-TC,Test-TC,General Population,Random
,mean,mean,t-stat,pval,mean,mean
MBR_GNDR,0.2118768328445748,0.2118768328445748,0.0,1.0,0.2118768328445748,0.2118768328445748
CC_OSTEOPOROSIS,0.011730205278592375,0.01906158357771261,-1.8674838213081872,0.06186978068909445,0.011730205278592375,0.01906158357771261
CC_EPILEPSY,0.007331378299120235,0.010703812316715543,-1.1347452673954856,0.2565153065113659,0.007331378299120235,0.010703812316715543
CC_DIABETES,0.02932551319648094,0.0,14.35241943385284,3.728498006454258e-46,0.02932551319648094,0.0
CC_HEARING_IMPAIR,0.026392961876832845,0.031818181818181815,-1.056700362715437,0.290679557701622,0.026392961876832845,0.031818181818181815
CC_BIPOLAR,0.030058651026392963,0.03372434017595308,-0.690624806725895,0.4898209447864359,0.030058651026392963,0.03372434017595308
CC_HEPATITIS_D,0.0,0.0,,,0.0,0.0
IP_BIN6,0.024193548387096774,0.024193548387096774,0.0,1.0,0.024193548387096774,0.024193548387096774
ALLOW_IP,78.07184017595308,63.711266862170085,0.2845065261556889,0.7760294334407127,78.07184017595308,63.711266862170085
CC_PTSD,0.030791788856304986,0.029618768328445746,0.2325043018409185,0.8161521616531171,0.030791788856304986,0.029618768328445746
CC_DEPRESSIVE_DISORDERS,0.0036656891495601175,0.0017595307917888563,1.411514096174265,0.15813110730919186,0.0036656891495601175,0.0017595307917888563
CC_PERIPHERAL,0.01686217008797654,0.013929618768328446,0.8293213979483716,0.40694675927101953,0.01686217008797654,0.013929618768328446
CC_PRESSURE,0.001466275659824047,0.0007331378299120235,0.8454495360787071,0.3978846194429032,0.001466275659824047,0.0007331378299120235
CC_ASTHMA,0.08357771260997067,0.08181818181818182,0.21605523523602174,0.8289500785485076,0.08357771260997067,0.08181818181818182
ACUTE,0.013196480938416423,0.016129032258064516,-0.7967587926431916,0.4256142497915689,0.013196480938416423,0.016129032258064516
CC_HEPATITIS_C_CHRONIC,0.0021994134897360706,0.001906158357771261,0.22379903237680557,0.8229192704660794,0.0021994134897360706,0.001906158357771261
CC_PERSONALITY,0.020527859237536656,0.025219941348973606,-1.0244654208708737,0.30564578247859275,0.020527859237536656,0.025219941348973606
PREGNANCY,0.0,0.0011730205278592375,-1.2654989415061635,0.20572856316174995,0.0,0.0011730205278592375
CC_FIBROMYALGIA,0.11290322580645161,0.12712609970674488,-1.4511489900031205,0.1467767148286946,0.11290322580645161,0.12712609970674488
CC_SCHIZOPHRENIA_OTHER,0.0021994134897360706,0.007771260997067449,-2.2791887509532023,0.022681485172207583,0.0021994134897360706,0.007771260997067449
CC_STROKE,0.006598240469208211,0.008064516129032258,-0.5611579124194693,0.5747052593107985,0.006598240469208211,0.008064516129032258
ACUTE_C,0.594574780058651,0.6435483870967742,-1.017400978613947,0.30899279931105106,0.594574780058651,0.6435483870967742
CC_MIGRAINE,0.08577712609970674,0.07903225806451612,0.8373932420491852,0.40239602171733546,0.08577712609970674,0.07903225806451612
ER_BIN,0.008797653958944282,0.013489736070381233,-1.4122945804472133,0.15790127375378096,0.008797653958944282,0.013489736070381233
CC_LIVER,0.041788856304985335,0.0436950146627566,-0.3154448238797315,0.7524319831581967,0.041788856304985335,0.0436950146627566
CC_INT_DISAB,0.0007331378299120235,0.0017595307917888563,-0.8688674518712427,0.3849451194069299,0.0007331378299120235,0.0017595307917888563
CC_HEPATITIS_C_ACUTE,0.0,0.0,,,0.0,0.0
LOB,0.9567448680351907,0.9567448680351907,0.0,1.0,0.9567448680351907,0.9567448680351907
CC_LEUKEMIAS,0.008064516129032258,0.006598240469208211,0.599609377152582,0.5487831997248367,0.008064516129032258,0.006598240469208211
CC_SPINA_BIFIDA,0.001466275659824047,0.0010263929618768328,0.4474104950696817,0.6545905434307924,0.001466275659824047,0.0010263929618768328
CC_HYPOTHYROID,0.10117302052785923,0.0844574780058651,1.9973125347381468,0.04582430012282435,0.10117302052785923,0.0844574780058651
CC_MOBILITY_IMPAIR,0.002932551319648094,0.0035190615835777126,-0.33860248830621253,0.7349178963625367,0.002932551319648094,0.0035190615835777126
AGE_AT_MIDMONTH,50.77126099706745,50.83812316715542,-0.18016940132049364,0.8570240414217024,50.77126099706745,50.83812316715542
CC_CHRONIC_KIDNEY,0.04472140762463343,0.032991202346041054,2.1538538252890103,0.0312807528608394,0.04472140762463343,0.032991202346041054
ALLOW_AMT,705.7771260997067,637.8016129032258,0.9576757012855205,0.3382546092199453,705.7771260997067,637.8016129032258
