,Treated,Matched Controls,Test-TC,Test-TC,General Population,Random
,mean,mean,t-stat,pval,mean,mean
AGE_AT_MIDMONTH,47.30015432098765,47.664434628975265,-3.0474597518569913,0.002308709576001556,50.378854603184074,50.23580816739197
ALLOW_AMT,645.2787037037037,690.1966077738516,-1.4351824880300077,0.151239598785984,857.8564288053801,706.6092223834015
MBR_GNDR,0.0,0.0,,,0.4330145982353467,0.4293815112752209
CC_TOBACCO,0.016589506172839507,0.022897526501766786,-4.4442234687797875,8.834594035334808e-06,0.1015104091706515,0.10048793353554003
CC_PRESSURE,0.0,0.0012014134275618374,-3.9482399487326822,7.880529842108476e-05,0.012810123261300092,0.00805310123521913
CC_OBESITY,0.5247685185185185,0.46879858657243817,11.515908898433068,1.169560949551064e-30,0.25501988869294984,0.28556859642182075
CC_HYPERTENSION,0.08070987654320988,0.08010600706713782,0.2282907330416674,0.8194208993972553,0.32876777763375065,0.30017143610708164
CC_HYPOTHYROID,0.027237654320987653,0.037544169611307424,-5.711422262523528,1.1249107881255348e-08,0.07832453161918279,0.07482526704470527
CC_DX_CNT,2.247145061728395,2.2103003533568906,1.9934659846393474,0.046214343390925505,2.9548724733215685,2.759374038419271
ACUTE2,0.022453703703703705,0.02952296819787986,-4.189861003836632,2.7946924205918118e-05,0.06049604801014117,0.04960218031561827
ACUTE6,0.06859567901234567,0.08609540636042402,-5.475856677187242,4.369017543665471e-08,0.16755844314364135,0.14994065673216406
IP_BIN6,0.013271604938271606,0.021254416961130743,-5.528859882072369,3.2347276698474665e-08,0.05496406005578097,0.04862631324453822
ER_BIN6,0.056790123456790124,0.0668904593639576,-3.5744097782381594,0.00035125629176825787,0.12247547161365588,0.11102026462701657
LOB,0.9564043209876543,0.9440282685512368,5.6407217911414,1.6999425113183026e-08,0.80208375103785,0.8030067255703548
