,Treated,Matched Controls,Test-TC,Test-TC,General Population,Random
,mean,mean,t-stat,pval,mean,mean
CC_EPILEPSY,0.010491344640671446,0.01679060164800029,-4.929365618034781,8.269619363509126e-07,0.012233393130487213,0.010101542924963734
CC_CEREBRAL_PALSY,0.0018359853121175031,0.0010962307931229789,2.057870762083702,0.039606449192142054,0.0017405520548679039,0.0005890368807420106
CC_SPINA_BIFIDA,0.002710264032173457,0.0012423948988727093,3.6943050733562077,0.00022066639722642762,0.0010970928180105588,0.0008352015473207613
CC_HYPOTHYROID,0.16777408637873753,0.13896552354155628,7.986208426093625,1.4137372018782245e-15,0.07832453161918279,0.07482526704470527
AGE_AT_MIDMONTH,54.404091624409865,54.67272029671314,-2.2311961011311627,0.025671478958580324,50.378854603184074,50.23580816739197
CC_FIBROMYALGIA,0.13699947543276797,0.1462737288290428,-2.564501313398803,0.010334604678702475,0.10801691147648405,0.10448810936744472
CC_HEPATITIS_C_ACUTE,0.0,0.0,,,0.00029313143012390163,8.791595234955383e-05
CC_ARTHRITIS,0.2062423500611995,0.22905742422304642,-5.3143951315774185,1.0735767453815128e-07,0.1567477062646922,0.151329728779287
CC_ISCHEMIC,0.14556740688931633,0.15391080335446622,-2.257619551631791,0.023972633709838487,0.1272797600156088,0.12135038902808915
CC_HYPERTENSION,0.5775485224689632,0.5620375276341513,3.043183999696991,0.0023418094210324635,0.32876777763375065,0.30017143610708164
CC_OBESITY,0.5050708165763246,0.4808068258637385,4.723024240850927,2.328388979482182e-06,0.25501988869294984,0.28556859642182075
CC_HEPATITIS_C_UNSPECIFIED,0.0007868508480503584,0.001406829517841156,-1.6738333927084663,0.09416807401955908,0.002784489544616334,0.0016352367137017012
CC_PTSD,0.030599755201958383,0.03042040450916266,0.10152520758607113,0.9191338557981268,0.025087864306984557,0.031869532726713265
CC_CYSTIC_FIBROSIS,0.0016611295681063123,0.001973215427621362,-0.6935600727077896,0.48796057499026435,0.002901679946691319,0.0031122247131742053
CC_ASTHMA,0.10176604301451303,0.09065828659127034,3.7279663941375647,0.00019319183566954553,0.060929579966181605,0.060662007121192144
ER_BIN2,0.03007518796992481,0.03171761094769152,-0.8534261010495846,0.3934261415449898,0.04388215847105796,0.0361774143918414
CC_LUNG_CANCER,0.0033222591362126247,0.0035992911040871136,-0.4529625416443926,0.6505771998793971,0.003971003509391448,0.002936392808475098
CC_PRESSURE,0.005245672320335723,0.003380044945462518,2.987925432022007,0.0028098108026694555,0.012810123261300092,0.00805310123521913
IP_BIN6,0.03689456198636125,0.040249940620832036,-1.458611608159999,0.14467678334477665,0.05496406005578097,0.04862631324453822
CC_MOBILITY_IMPAIR,0.007781080608497989,0.005389801399521312,3.06233265992472,0.0021970734856514846,0.007629395663291977,0.007024484592729351
CC_ALZHEIMER_PLUS,0.0019234131841230984,0.007363016827142675,-6.625353958419664,3.490616239129396e-11,0.020417552200242026,0.021240494087652204
CC_AMI,0.002535408288162266,0.0045310872782416455,-3.0066611630883706,0.0026423309921570245,0.003498926169114143,0.003121016308409161
CC_ENDOMETRIAL_CANCER,0.004109109984262983,0.003672373156961979,0.695190833910688,0.4869381570894412,0.0018416818801775285,0.0018110686184008087
ACUTE6,0.12729498164014688,0.1297937259057607,-0.5453071201843489,0.5855441459283703,0.16755844314364135,0.14994065673216406
CC_LEARN_DISAB,0.0007868508480503584,0.0010414192534668298,-0.7844122317009616,0.4328010715653827,0.0026736197566232006,0.0021715240230339794
ALLOW_ER,16.532905228186745,14.863822008660222,0.9749948818463202,0.32956636306372844,15.169183264754698,12.965202162732432
